OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS,SHAPE_Length
172964,Purity to Kawhatau Base Track,Walk along the tussock tops of the Hikurangi Range between Purity and McKinnon huts in the Ruahine Forest Park.,Advanced,3-4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e0769569a5e6437dac2a3445ae230b31.jpg,https://www.doc.govt.nz/link/f8ff1a13d9f14313baa6c85d6fff76cb.aspx,2021/05/05 13:43:51+00,9429.22158629412
172965,Pyke - Big Bay Route,This challenging tramping route from Hollyford Road to the West Coast offers an adventure for experienced and well equipped trampers. Combine with the Hollyford Track for a 10 day round trip.,Expert,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/75802a2b3605499d9f7f8e76d2c36e29.jpg,https://www.doc.govt.nz/link/548b954223d34969abd41927614345d9.aspx,2021/05/05 13:43:51+00,115055.429463778
172966,Quailburn Track,Tucked away under the Ohau Range lies this short track through mountain beech forest.,"Advanced, Expert",30 min | 2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6f3d428d35a54293b063ecd5bfd0811b.jpg,https://www.doc.govt.nz/link/f11121db7cf045139da2c17def07f647.aspx,2021/05/05 13:43:52+00,1546.00817276301
172967,Quartz Creek/Mount Royal Route,Climb up to the summit of Mount Royal (1366 m).,Expert,8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f2fc61e29f984924808d4b79e27d5589.jpg,https://www.doc.govt.nz/link/322e77070a814ce88c9374e5497d96fa.aspx,2021/05/05 13:43:52+00,7977.65544926828
172968,Quartz Reef Point Walk,"Take a short walk to Quartz Reef Point, the best preserved example of herring bone tailings in the country. ",Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ca03bc56696948f09844e901fa8592ed.jpg,https://www.doc.govt.nz/link/c476f9f48c9e4235906a618f8a1ad7b8.aspx,2021/05/05 13:43:52+00,1106.28242124585
172969,Queen Charlotte Sound walking tracks,"From a 10 minute jaunt to a swimming beach to hour long round trips, the walking tracks of Queen Charlotte Sound give you a range of options. ",Easy,10 min - 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1c7abff82f314e6c9c50756a16f42713.jpg,https://www.doc.govt.nz/link/bcc2d4c892ce49daa21de61fbfc7d48c.aspx,2021/05/05 13:43:53+00,4115.8327172437
172970,Queen Charlotte Track,Experience the spectacular Marlborough Sounds whilst walking or biking the Queen Charlotte Track. The track stretches 70 km from historic Meretoto/Ship Cove through to Anakiwa in the Grove Arm of Queen Charlotte Sound.,Intermediate,3-5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f17199e876a84fbba8a9ae6394ec518b.jpg,https://www.doc.govt.nz/link/e3171ec104a34779a4a86c0fde9c4c3c.aspx,2021/05/05 13:43:53+00,67058.8575703148
172971,Rainbow Falls Walk,"This short, easy walk suitable for buggies, leads to the stunning Rainbow Falls on the Kerikeri River.",Easiest,10 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4237c2b03bf74daa86469bc01cb0ece5.jpg,https://www.doc.govt.nz/link/18b27485c403429e8d9c977a09932fad.aspx,2021/05/05 13:43:53+00,246.126518168656
172972,Rakaia Gorge Walkway,This walkway offers several geological and historic features as it traverses the edge of the Rakaia Gorge. ,Easy,3–4 hr return via same track,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f5f5143c53c54cb486a94317c0572d08.jpg,https://www.doc.govt.nz/link/b9ccdfc26040486bb6bbc14c466d35f7.aspx,2021/05/05 13:43:53+00,4930.60261173332
172973,Rakiura Track,"Escape on an island adventure - relax and unwind in the peaceful surroundings with the bush, birds and beach at your side.",Intermediate,3 days ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/be4097d03af44adb82bd922eb36539af.jpg,https://www.doc.govt.nz/link/3df63c1e591746f19516dfdb75b58f42.aspx,2021/05/05 13:43:53+00,27540.9750646309
172974,Rangatira Point Track,"This easy walk winds through native bush along the lake edge, offering fantastic views and great picnic, swimming and fishing spots. It's perfect for families and those wanting to enjoy Lake Taupō.",Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3f1181517c5f49ae829cc3ff16bfdbd9.aspx,https://www.doc.govt.nz/link/5d68499afe8b40cca83027f4ebc8f0e0.aspx,2021/05/05 13:43:53+00,2629.40005743728
172975,Rangitane Road to Crow Hut Loop Track,"A very steep up and down tramp in Ruahine Forest Park, climbing first to the Mokai Patea Range, then dropping to the Kawhatau River and then back up to the Hikurangi Range and out to Rangitane Road via the Kawhatau River. Involves camping out.",Advanced,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7d80ad61b8c84a4f9bd7ae0a9eb8e38f.jpg,https://www.doc.govt.nz/link/ed372a88326642d9b2700798f9ee244e.aspx,2021/05/05 13:43:54+00,4252.7823278841
172976,Rangitoto Island longer walks,"Explore Rangitoto Island Scenic Reserve on these longer walks. Walk around the coast of Rangitoto, to adjoining Motutapu Island, or continue on from the summit to Islington Bay. ",Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dcd4d47f32444371968b973064832e00.jpg,https://www.doc.govt.nz/link/7f9263335da245ccac93f9ef3c8764bc.aspx,2021/05/05 13:43:54+00,7785.98885112672
172977,Rangitoto Island shorter walks,"Take a short walk around Rangitoto Island Scenic Reserve. Stroll through a kowahi grove or glen of kidney ferns, or walk along the coast to a gull breeding colony. ",Easy,Under 1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f4083903d47049bc9b79de52da427d8f.jpg,https://www.doc.govt.nz/link/6b1927a2d09e4dfeadae38da66298b37.aspx,2021/05/05 13:43:54+00,1946.97045443729
172978,Rangitoto Summit Track,An easy climb through pōhutukawa forest and lava fields gives way to panoramic views of Auckland and the Hauraki Gulf from the summit of this volcanic island. This is one of our best shorts.,Easy,2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/57d600a0b3fd4efabc45ec112296123d.jpg,https://www.doc.govt.nz/link/a24c756b01724865bb3ef57c82e08406.aspx,2021/05/05 13:41:51+00,5806.49716572938
172979,Rangituhi/Colonial Knob Walk,Climb to the summit of this 468 m peak for views on clear day from the Inland Kaikoura Range in the south to Mt Taranaki in the north-west - it's a good option for older children.,Easy,3-5 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5112d811bced41c1ac5050425854da7b.aspx,https://www.doc.govt.nz/link/ca2de93af24b4c2bbc773f4cbcf0af34.aspx,2021/05/05 13:43:54+00,5945.42679813447
172980,Rangiwahia Hut - Deadmans Track,An easy to moderate overnight tramp to Rangiwahia Hut on the Whanahuia Range in Ruahine Forest Park. Return via the open tops and Deadman’s Track.,Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c5b8e14fb4024015a1c3cecc7ec538ef.jpg,https://www.doc.govt.nz/link/af4f2116f6d64590abb86fe6ae8c2e00.aspx,2021/05/05 13:43:54+00,13162.1142054623
172981,Rangiwahia Hut Track,This well-graded track to the tussock tops on Whanahuia Range is a great overnight tramp for families with children and new trampers.,Easy,2 - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/887a1bc1e542450eb9bca8e4fd247d0d.jpg,https://www.doc.govt.nz/link/340ac88a3c2049d7b5746ff488fae490.aspx,2021/05/05 13:43:54+00,4149.8495904737
172982,Rapurapu Kauri Track,This track takes you through a stream several times and to swimming holes and kauri trees.,Advanced,1 hr 15 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3518c897fa7b4b3cab1f685fe76de499.jpg,https://www.doc.govt.nz/link/75ef00ac2f76469181033861326d7805.aspx,2021/05/05 13:43:54+00,2829.03564462719
172983,Rarawa Beach Walk,This short walking track takes you to Rarawa beach. ,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/98b2781c7cd3485b9bd561b7970c0d69.aspx,https://www.doc.govt.nz/link/8780561e81c54873bb20a359670ab389.aspx,2021/05/05 13:43:55+00,465.348580447338
172984,Ratapihipihi Scenic Reserve walk,Walk through an outstanding example of a subtropical rain forest past a scenic waterfall on this well-graded short walk - with a sheltered picnic at the car park it's great option for families.,Easiest,45 min loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e510476e97834b69a6bee4966d761402.jpg,https://www.doc.govt.nz/link/b4b6ac20f6ee4927ac8b9d0b1e70358c.aspx,2021/05/05 13:43:55+00,1700.25743271322
172985,Rawhiti Cave Track,Walk to a viewing structure at possibly the most diverse and extensive entrance and twilight-zone flora of any cave in New Zealand.,Expert,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e931370754aa4a5ab185f323566b32e0.jpg,https://www.doc.govt.nz/link/67e0788e34b74205aabcd150b10c9d09.aspx,2021/05/05 13:43:55+00,1590.88281515224
172986,Rees-Dart Track,"See spectacular mountain scenery, forest and alpine vegetation, glacier-fed rivers and the Dart Glacier on the Rees-Dart Track.",Advanced,4-5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d5413f87564549cebd18c21518594a58.jpg,https://www.doc.govt.nz/link/e57f2343e60641ff9ccc9c8cc0df1824.aspx,2021/05/05 13:43:55+00,59951.2457858614
172987,Renfrew Roadend to Table Flat Roadend,Climb up and over the tussock tops of the Whanahuia Range in Ruahine Forest Park then drop down to follow the Oroua River valley.,Advanced,2-3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/87948863702e4807bf3bef9d7d03e87e.aspx,https://www.doc.govt.nz/link/9670d2e8700847e7b3c11e28d94b30dd.aspx,2021/05/05 13:43:55+00,19946.649673343
172988,Rerekapa Track,"This track was made around 1910 by road workers using wheelbarrows, picks and shovels. ",Advanced,3-4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/df0990d506ab4cca84a00d977bc460be.aspx,https://www.doc.govt.nz/link/86143aa1a61e43639b19499112acdc1f.aspx,2021/05/05 13:43:56+00,9388.04336008285
172989,Richmond Trail,Enjoy stunning views of Lake Tekapo while walking or riding this track. ,Easy,4 - 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7a3c831a940a40579b5255823d71d62f.aspx,https://www.doc.govt.nz/link/92700da8319646d6a813f39d6f2ff39b.aspx,2021/05/05 13:43:56+00,15898.9745398506
172990,Ridge Track,A demanding track suitable for fit walkers. The tramp will take you 2 hours and leads between the Nikau Loop and Mangakawa tracks.,Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/74a9d9637b304955839b64ade820a7fe.jpg,https://www.doc.govt.nz/link/ed7a99f4589f411284e8f8482107b297.aspx,2021/05/05 13:43:56+00,2450.38928268352
172991,Remutaka Rail Trail,"Built in 1878, this rail route between the Hutt Valley and Featherston is now a gently graded 18 km walk, run or mountain bike ride, with opportunities for camping, swimming and fishing.",Easy,4 hr 30 min walk from Kaitoke,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f81ea8b4f7a446cb86992178bc9a1ff3.aspx,https://www.doc.govt.nz/link/885769f9ea1d44c59dc1bffa4c931df4.aspx,2021/05/05 13:43:56+00,5309.01171053396
172992,Riuwaka Resurgence,"Walk to the cave and deep, clear pool where the Riuwaka River emerges from the depths of the Takaka Hill.",Easiest,10 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0827993779eb42519d82e525bd10c56d.jpg,https://www.doc.govt.nz/link/480e82a227b94d8c9913be311729098b.aspx,2021/05/05 13:43:56+00,452.642071515857
172993,Rob Roy Track,"This track offers an easy route into a dramatic alpine landscape that includes snowfields, glaciers, sheer rock cliffs and waterfalls. Older children should be able to complete the track.",Easy,3–4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2ffb0df4027a4aaaa84e33be163e8e39.jpg,https://www.doc.govt.nz/link/93ed7d16981f4cf4b0152c3532b2a42e.aspx,2021/05/05 13:43:56+00,5323.24797397214
172994,Roberts Point Track ,The Roberts Point Track requires a good level of fitness. After walking one hour you will reach Hende's Hut. From there the track continues to climb on to Roberts Point where the glacier views are spectacular. ,Advanced,5 hr 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7b459976175d497ca78c76f278f5ef2b.jpg,https://www.doc.govt.nz/link/4e55aa3e2b3c4ed7bcc216328065e48d.aspx,2021/05/05 13:43:56+00,3739.40091502643
172995,Rocky Lookout,Walk up to a viewing platform for extensive views of the surrounding area.,Easy,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2d66910e43164c29933bfe3beedcbb85.jpg,https://www.doc.govt.nz/link/fdf5b6b1c44949b292d370d0c158a48e.aspx,2021/05/05 13:43:57+00,4478.04455644421
172996,Rodger Inlet Track,"This difficult tramping track leads to a hut, then a route heads for the bushline at Lake Monowai, Fiordland.","Advanced, Expert","6 hr to hut, then 4 - 5 hrs to bushline",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/03234f933aa74accb08b67a196c9d739.jpg,https://www.doc.govt.nz/link/11dabc1f5c9741d1acd7ccd107ae6009.aspx,2021/05/05 13:43:57+00,11579.6258858771
172997,Rokaiwhenua Stream Walk,Rokaiwhenua Stream Walk is a pleasant and easy 1-hour forest walk you get to from Tamaki Road end in Eastern Ruahine Forest. ,Advanced,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a58d004106a84c45bf7f51d37e1b6171.jpg,https://www.doc.govt.nz/link/bedfd6fe94b04c43988c3563cfc4e3df.aspx,2021/05/05 13:43:57+00,2106.94005987167
172998,Rotary Ride and Waikato River Track,"These two tracks along the banks of the Waikato River allow for stunning views of the river, and access to Huka Falls and the network of mountain bike trails in the area.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e8491a44526649b4a33650f2239e3956.jpg,https://www.doc.govt.nz/link/e504bf8b9af84aa9b9206271846a6ffb.aspx,2021/05/05 13:43:57+00,6581.27738174755
172999,Rotoma Bridle Track,Walk through a magnificant stand of native bush.,Easy,20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1d70bf9e30f74c29aebcc940d5c31f4a.jpg,https://www.doc.govt.nz/link/a80b645222764a97a08f90bb0d5e2932.aspx,2021/05/05 13:43:57+00,957.953171646374
173000,Rotopounamu Track,"This track circles a beautiful lake surrounded by native forest and is a special favourite of tree lovers, birdwatchers, and families.",Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/480fad7a0a4c4180882d456565617d86.jpg,https://www.doc.govt.nz/link/902453542d6d4e3c8e5037693630da6a.aspx,2021/05/05 13:43:57+00,4748.68753851071
173001,Rough Creek Track,This track leads to Lake Christabel.,Advanced,5 hr 30 min - 6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9d49d9a1405342d2b6073bc8c04b03d7.aspx,https://www.doc.govt.nz/link/eacf6a47d9c3427291dde465009a6f27.aspx,2021/05/05 13:43:57+00,9001.47539104224
173002,Round the Mountain Track,The Round the Mountain Track showcases the varied volcanic landscapes and alpine vegetation on the flanks of the active volcano Mount Ruapehu. It's a more remote alternative to the Tongariro Northern Circuit Great Walk.,Advanced,4 - 6 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b9a9465d8fc24b3c93b13ae7bf38a2c4.jpg,https://www.doc.govt.nz/link/20002d7c100b499c985b6a6a486c53bf.aspx,2021/05/05 13:43:57+00,60936.8717691984
173003,Routeburn Track,"From November to April, weave through meadows, reflective tarns and alpine gardens, and be rewarded with spectacular vistas over vast mountain ranges and valleys. From May to October, it can be cold and wet, with ice, snow and short daylight hours - only ",Intermediate,2-4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ef2d6728990e460697e578999f4dea04.aspx,https://www.doc.govt.nz/link/69bc21c34b8b4fb2ac982ac21d38cc25.aspx,2021/05/05 13:43:57+00,32357.2714696173
173004,Routeburn Track: Earland Falls Track ,"This is a fabulous, easy day walk on the Routeburn Track (a Great Walk), leading to the beautiful Earland Falls with plenty of mountain and valley views along the way.",Intermediate,6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c24f7896b47e497fb50fcac1fa77a67f.aspx,https://www.doc.govt.nz/link/1580316be7644e059dc05b7c0aa35803.aspx,2021/05/05 13:43:57+00,11139.4227269484
